Gene stable ID	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSDARG00000095245	ENSXETG00000036636	ortholog_many2many
ENSDARG00000095245	ENSXETG00000006435	ortholog_many2many
ENSDARG00000095245	ENSXETG00000037425	ortholog_many2many
ENSDARG00000091905	ENSXETG00000047553	ortholog_many2many
ENSDARG00000091905	ENSXETG00000045640	ortholog_many2many
ENSDARG00000091905	ENSXETG00000045042	ortholog_many2many
ENSDARG00000091905	ENSXETG00000043592	ortholog_many2many
ENSDARG00000091905	ENSXETG00000033833	ortholog_many2many
ENSDARG00000091905	ENSXETG00000027962	ortholog_many2many
ENSDARG00000091905	ENSXETG00000047471	ortholog_many2many
ENSDARG00000091905	ENSXETG00000038302	ortholog_many2many
ENSDARG00000091905	ENSXETG00000038981	ortholog_many2many
ENSDARG00000091905	ENSXETG00000041056	ortholog_many2many
ENSDARG00000091905	ENSXETG00000024252	ortholog_many2many
ENSDARG00000091905	ENSXETG00000044756	ortholog_many2many
ENSDARG00000091905	ENSXETG00000047630	ortholog_many2many
ENSDARG00000091905	ENSXETG00000036402	ortholog_many2many
ENSDARG00000091905	ENSXETG00000049291	ortholog_many2many
ENSDARG00000091905	ENSXETG00000043134	ortholog_many2many
ENSDARG00000091905	ENSXETG00000037824	ortholog_many2many
ENSDARG00000097784		
ENSDARG00000056922	ENSXETG00000019349	ortholog_one2one
ENSDARG00000077602		
ENSDARG00000105061		
ENSDARG00000021137	ENSXETG00000019628	ortholog_one2one
ENSDARG00000056633		
ENSDARG00000000567	ENSXETG00000018651	ortholog_one2many
ENSDARG00000074776		
ENSDARG00000079027	ENSXETG00000018744	ortholog_one2one
ENSDARG00000037883	ENSXETG00000023175	ortholog_one2one
ENSDARG00000077060	ENSXETG00000039782	ortholog_many2many
ENSDARG00000043388	ENSXETG00000047237	ortholog_one2many
ENSDARG00000043388	ENSXETG00000047549	ortholog_one2many
ENSDARG00000098112	ENSXETG00000006798	ortholog_one2one
ENSDARG00000091418	ENSXETG00000042869	ortholog_one2one
ENSDARG00000071032	ENSXETG00000014931	ortholog_one2one
ENSDARG00000103898		
ENSDARG00000019302	ENSXETG00000044688	ortholog_one2one
ENSDARG00000099593		
ENSDARG00000009470		
ENSDARG00000060103	ENSXETG00000012190	ortholog_one2one
ENSDARG00000101586	ENSXETG00000022999	ortholog_one2many
ENSDARG00000105220		
ENSDARG00000097966		
ENSDARG00000052528		
ENSDARG00000038563	ENSXETG00000009818	ortholog_one2one
ENSDARG00000102710		
ENSDARG00000006031	ENSXETG00000008691	ortholog_one2one
ENSDARG00000016630	ENSXETG00000017390	ortholog_one2many
ENSDARG00000003311	ENSXETG00000017986	ortholog_one2one
ENSDARG00000095459		
ENSDARG00000097820		
ENSDARG00000016065		
ENSDARG00000017798	ENSXETG00000015528	ortholog_one2one
ENSDARG00000034643	ENSXETG00000022912	ortholog_one2many
ENSDARG00000092528		
ENSDARG00000061691	ENSXETG00000018261	ortholog_one2many
ENSDARG00000058115	ENSXETG00000015592	ortholog_one2one
ENSDARG00000042120	ENSXETG00000004738	ortholog_one2one
ENSDARG00000004131	ENSXETG00000039976	ortholog_one2one
ENSDARG00000056386	ENSXETG00000019616	ortholog_one2one
ENSDARG00000042533		
ENSDARG00000114908	ENSXETG00000040896	ortholog_many2many
ENSDARG00000114908	ENSXETG00000046338	ortholog_many2many
ENSDARG00000114908	ENSXETG00000043307	ortholog_many2many
ENSDARG00000114908	ENSXETG00000043861	ortholog_many2many
ENSDARG00000091894		
ENSDARG00000062266	ENSXETG00000005809	ortholog_one2one
ENSDARG00000021855	ENSXETG00000008942	ortholog_one2one
ENSDARG00000020581	ENSXETG00000003330	ortholog_one2many
ENSDARG00000040190	ENSXETG00000020341	ortholog_one2many
ENSDARG00000055459	ENSXETG00000007097	ortholog_one2one
ENSDARG00000093058		
ENSDARG00000096614	ENSXETG00000047285	ortholog_many2many
ENSDARG00000096614	ENSXETG00000043919	ortholog_many2many
ENSDARG00000005320	ENSXETG00000016420	ortholog_one2one
ENSDARG00000006677	ENSXETG00000011415	ortholog_one2one
ENSDARG00000042833	ENSXETG00000022465	ortholog_one2many
ENSDARG00000102250		
ENSDARG00000058799	ENSXETG00000015370	ortholog_one2many
ENSDARG00000110275		
ENSDARG00000104132		
ENSDARG00000111335		
ENSDARG00000013240	ENSXETG00000004204	ortholog_one2one
ENSDARG00000037406	ENSXETG00000012870	ortholog_one2one
ENSDARG00000107096		
ENSDARG00000045611	ENSXETG00000019656	ortholog_one2many
ENSDARG00000036911	ENSXETG00000000547	ortholog_one2one
ENSDARG00000088204	ENSXETG00000032012	ortholog_one2many
ENSDARG00000102415		
ENSDARG00000056609	ENSXETG00000009266	ortholog_one2many
ENSDARG00000063032	ENSXETG00000033116	ortholog_one2one
ENSDARG00000075536	ENSXETG00000007428	ortholog_one2one
ENSDARG00000019791	ENSXETG00000014186	ortholog_one2one
ENSDARG00000092961		
ENSDARG00000099843	ENSXETG00000016554	ortholog_one2one
ENSDARG00000062269	ENSXETG00000016496	ortholog_one2one
ENSDARG00000096556		
ENSDARG00000041811	ENSXETG00000026415	ortholog_one2one
ENSDARG00000015070	ENSXETG00000023289	ortholog_one2one
ENSDARG00000096937		
ENSDARG00000103479	ENSXETG00000002257	ortholog_one2many
ENSDARG00000115225		
ENSDARG00000041065	ENSXETG00000008972	ortholog_one2one
ENSDARG00000014137	ENSXETG00000032563	ortholog_one2many
ENSDARG00000030157		
ENSDARG00000089795	ENSXETG00000038324	ortholog_one2one
ENSDARG00000041887	ENSXETG00000016144	ortholog_one2one
ENSDARG00000045437	ENSXETG00000020461	ortholog_one2one
ENSDARG00000034229		
ENSDARG00000041295	ENSXETG00000022224	ortholog_one2many
ENSDARG00000101393	ENSXETG00000030738	ortholog_one2one
ENSDARG00000018973	ENSXETG00000033140	ortholog_one2one
ENSDARG00000101798		
ENSDARG00000056480	ENSXETG00000012046	ortholog_one2one
ENSDARG00000077371	ENSXETG00000038181	ortholog_one2one
ENSDARG00000094149		
ENSDARG00000017775	ENSXETG00000024423	ortholog_one2one
ENSDARG00000008485	ENSXETG00000033897	ortholog_one2one
ENSDARG00000105098	ENSXETG00000022989	ortholog_one2one
ENSDARG00000016260		
ENSDARG00000056292	ENSXETG00000012786	ortholog_one2one
ENSDARG00000094874		
ENSDARG00000051793		
ENSDARG00000105088	ENSXETG00000015288	ortholog_one2one
ENSDARG00000070930	ENSXETG00000037896	ortholog_one2many
ENSDARG00000021120	ENSXETG00000008075	ortholog_one2one
ENSDARG00000079769		
ENSDARG00000105562		
ENSDARG00000112141	ENSXETG00000045617	ortholog_one2many
ENSDARG00000095754	ENSXETG00000039821	ortholog_one2one
ENSDARG00000100731	ENSXETG00000023888	ortholog_one2many
ENSDARG00000091127	ENSXETG00000011549	ortholog_one2one
ENSDARG00000032714	ENSXETG00000001922	ortholog_one2many
ENSDARG00000062828		
ENSDARG00000100900		
ENSDARG00000042933	ENSXETG00000022045	ortholog_one2one
ENSDARG00000035333	ENSXETG00000044783	ortholog_one2one
ENSDARG00000069833	ENSXETG00000005270	ortholog_one2one
ENSDARG00000087375	ENSXETG00000039038	ortholog_many2many
ENSDARG00000087375	ENSXETG00000043563	ortholog_many2many
ENSDARG00000087375	ENSXETG00000048262	ortholog_many2many
ENSDARG00000092454		
ENSDARG00000092696	ENSXETG00000005176	ortholog_one2many
ENSDARG00000062820		
ENSDARG00000004561	ENSXETG00000010034	ortholog_many2many
ENSDARG00000102796	ENSXETG00000032218	ortholog_one2many
ENSDARG00000057556	ENSXETG00000020308	ortholog_one2one
ENSDARG00000075299	ENSXETG00000039844	ortholog_one2one
ENSDARG00000103424		
ENSDARG00000098039		
ENSDARG00000052782	ENSXETG00000019533	ortholog_one2many
ENSDARG00000100481	ENSXETG00000023799	ortholog_one2one
ENSDARG00000104417		
ENSDARG00000010096	ENSXETG00000021879	ortholog_one2one
ENSDARG00000092074		
ENSDARG00000105201	ENSXETG00000010690	ortholog_one2many
ENSDARG00000001712	ENSXETG00000037867	ortholog_one2many
ENSDARG00000037071	ENSXETG00000009458	ortholog_one2many
ENSDARG00000016399	ENSXETG00000020436	ortholog_one2one
ENSDARG00000041071		
ENSDARG00000039969	ENSXETG00000005271	ortholog_one2one
ENSDARG00000022438		
ENSDARG00000069281		
ENSDARG00000110216		
ENSDARG00000063126	ENSXETG00000010042	ortholog_one2one
ENSDARG00000040925	ENSXETG00000011173	ortholog_one2one
ENSDARG00000101199	ENSXETG00000003731	ortholog_one2one
ENSDARG00000096778		
ENSDARG00000097142		
ENSDARG00000036687	ENSXETG00000016298	ortholog_one2one
ENSDARG00000098230		
ENSDARG00000034777	ENSXETG00000035461	ortholog_one2one
ENSDARG00000005230	ENSXETG00000002966	ortholog_one2one
ENSDARG00000057644	ENSXETG00000012742	ortholog_one2many
ENSDARG00000021184		
ENSDARG00000070571		
ENSDARG00000024815	ENSXETG00000006110	ortholog_many2many
ENSDARG00000024815	ENSXETG00000048438	ortholog_many2many
ENSDARG00000024815	ENSXETG00000038083	ortholog_many2many
ENSDARG00000109370		
ENSDARG00000077227	ENSXETG00000043008	ortholog_one2one
ENSDARG00000028222	ENSXETG00000013431	ortholog_one2one
ENSDARG00000016835	ENSXETG00000015766	ortholog_one2many
ENSDARG00000055066	ENSXETG00000023508	ortholog_many2many
ENSDARG00000055066	ENSXETG00000039850	ortholog_many2many
ENSDARG00000055066	ENSXETG00000040523	ortholog_many2many
ENSDARG00000055066	ENSXETG00000040788	ortholog_many2many
ENSDARG00000055066	ENSXETG00000026762	ortholog_many2many
ENSDARG00000055066	ENSXETG00000038918	ortholog_many2many
ENSDARG00000055066	ENSXETG00000037034	ortholog_many2many
ENSDARG00000055066	ENSXETG00000034873	ortholog_many2many
ENSDARG00000055066	ENSXETG00000026107	ortholog_many2many
ENSDARG00000055066	ENSXETG00000007136	ortholog_many2many
ENSDARG00000079105	ENSXETG00000025586	ortholog_one2many
ENSDARG00000027087	ENSXETG00000015347	ortholog_one2one
ENSDARG00000070461	ENSXETG00000012896	ortholog_one2one
ENSDARG00000095175		
ENSDARG00000074829	ENSXETG00000000156	ortholog_one2one
ENSDARG00000004937	ENSXETG00000004797	ortholog_one2one
ENSDARG00000094366		
ENSDARG00000008784	ENSXETG00000011416	ortholog_one2one
ENSDARG00000070546	ENSXETG00000015571	ortholog_one2one
ENSDARG00000093154		
ENSDARG00000098894		
ENSDARG00000076056	ENSXETG00000011383	ortholog_one2one
ENSDARG00000091304	ENSXETG00000044794	ortholog_one2one
ENSDARG00000095318		
ENSDARG00000105465		
ENSDARG00000096021		
ENSDARG00000069321	ENSXETG00000037935	ortholog_one2one
ENSDARG00000026325	ENSXETG00000022372	ortholog_one2many
ENSDARG00000105200		
ENSDARG00000105397		
ENSDARG00000040463	ENSXETG00000033651	ortholog_one2many
ENSDARG00000039979	ENSXETG00000038549	ortholog_one2many
ENSDARG00000071727	ENSXETG00000017744	ortholog_one2one
ENSDARG00000099883		
ENSDARG00000069995	ENSXETG00000049160	ortholog_one2one
ENSDARG00000087743		
ENSDARG00000059388	ENSXETG00000003458	ortholog_one2one
ENSDARG00000031911		
ENSDARG00000006332	ENSXETG00000018091	ortholog_one2one
ENSDARG00000113005	ENSXETG00000040896	ortholog_many2many
ENSDARG00000113005	ENSXETG00000046338	ortholog_many2many
ENSDARG00000113005	ENSXETG00000043307	ortholog_many2many
ENSDARG00000113005	ENSXETG00000043861	ortholog_many2many
ENSDARG00000025808	ENSXETG00000023330	ortholog_one2one
ENSDARG00000076843		
ENSDARG00000111100		
ENSDARG00000030479	ENSXETG00000019166	ortholog_one2many
ENSDARG00000002249	ENSXETG00000041970	ortholog_one2one
ENSDARG00000005221	ENSXETG00000019275	ortholog_one2many
ENSDARG00000008022		
ENSDARG00000094312	ENSXETG00000008484	ortholog_one2many
ENSDARG00000062781		
ENSDARG00000061208	ENSXETG00000042241	ortholog_one2one
ENSDARG00000093905		
ENSDARG00000105197		
ENSDARG00000073781	ENSXETG00000018683	ortholog_one2many
ENSDARG00000073781	ENSXETG00000034691	ortholog_one2many
ENSDARG00000093007	ENSXETG00000045183	ortholog_one2one
ENSDARG00000060308	ENSXETG00000009895	ortholog_one2one
ENSDARG00000077404	ENSXETG00000003480	ortholog_one2one
ENSDARG00000000651	ENSXETG00000009883	ortholog_one2one
ENSDARG00000061177	ENSXETG00000030428	ortholog_many2many
ENSDARG00000061177	ENSXETG00000006901	ortholog_many2many
ENSDARG00000028507	ENSXETG00000012556	ortholog_one2one
ENSDARG00000038608	ENSXETG00000002617	ortholog_one2one
ENSDARG00000002791	ENSXETG00000020366	ortholog_one2many
ENSDARG00000025043	ENSXETG00000013105	ortholog_one2one
ENSDARG00000095873		
ENSDARG00000062794	ENSXETG00000011294	ortholog_one2one
ENSDARG00000100312		
ENSDARG00000094171		
ENSDARG00000086553		
ENSDARG00000032496	ENSXETG00000020299	ortholog_one2many
ENSDARG00000093852		
ENSDARG00000097262		
ENSDARG00000097909		
ENSDARG00000005840	ENSXETG00000015896	ortholog_one2many
ENSDARG00000035074	ENSXETG00000046103	ortholog_one2one
ENSDARG00000086158	ENSXETG00000021161	ortholog_one2one
ENSDARG00000019492		
ENSDARG00000016936		
ENSDARG00000009738	ENSXETG00000021694	ortholog_one2one
ENSDARG00000045801	ENSXETG00000044390	ortholog_one2many
ENSDARG00000076790		
ENSDARG00000034165	ENSXETG00000015270	ortholog_one2many
ENSDARG00000092714		
ENSDARG00000090116		
ENSDARG00000041007		
ENSDARG00000096463		
ENSDARG00000008790		
ENSDARG00000099365		
ENSDARG00000036065	ENSXETG00000019026	ortholog_one2many
ENSDARG00000095200	ENSXETG00000045785	ortholog_one2many
ENSDARG00000100508	ENSXETG00000013423	ortholog_one2many
ENSDARG00000044809	ENSXETG00000022007	ortholog_one2one
ENSDARG00000091609		
ENSDARG00000043485		
ENSDARG00000061560	ENSXETG00000018384	ortholog_one2many
ENSDARG00000104307	ENSXETG00000000715	ortholog_one2one
ENSDARG00000015292	ENSXETG00000026172	ortholog_one2one
ENSDARG00000060788	ENSXETG00000001796	ortholog_one2one
ENSDARG00000002467	ENSXETG00000015578	ortholog_one2many
ENSDARG00000038955		
ENSDARG00000071456	ENSXETG00000025212	ortholog_many2many
ENSDARG00000071456	ENSXETG00000025211	ortholog_many2many
ENSDARG00000032098	ENSXETG00000029960	ortholog_one2one
ENSDARG00000028912		
ENSDARG00000059235		
ENSDARG00000105532	ENSXETG00000041668	ortholog_one2many
ENSDARG00000002394		
ENSDARG00000059781	ENSXETG00000006394	ortholog_one2many
ENSDARG00000105069		
ENSDARG00000053630		
ENSDARG00000018006	ENSXETG00000013948	ortholog_one2one
ENSDARG00000101145	ENSXETG00000012042	ortholog_one2many
ENSDARG00000104398		
ENSDARG00000093569		
ENSDARG00000011537	ENSXETG00000017935	ortholog_one2many
ENSDARG00000031387	ENSXETG00000036458	ortholog_one2many
ENSDARG00000070774		
ENSDARG00000062472	ENSXETG00000013501	ortholog_one2one
ENSDARG00000092249		
ENSDARG00000054975	ENSXETG00000048756	ortholog_one2one
ENSDARG00000063451	ENSXETG00000006170	ortholog_one2one
ENSDARG00000099773		
ENSDARG00000023479		
ENSDARG00000035540	ENSXETG00000022117	ortholog_one2one
ENSDARG00000095199		
ENSDARG00000058022	ENSXETG00000024658	ortholog_one2one
ENSDARG00000035507	ENSXETG00000006258	ortholog_one2one
ENSDARG00000104854		
ENSDARG00000055837	ENSXETG00000033428	ortholog_one2one
ENSDARG00000074617	ENSXETG00000035947	ortholog_one2many
ENSDARG00000088867		
ENSDARG00000096528		
ENSDARG00000053884	ENSXETG00000010728	ortholog_one2many
ENSDARG00000028066	ENSXETG00000047508	ortholog_one2many
ENSDARG00000044924		
ENSDARG00000103941		
ENSDARG00000031930	ENSXETG00000009409	ortholog_one2many
ENSDARG00000101009	ENSXETG00000041848	ortholog_one2many
ENSDARG00000023645	ENSXETG00000012909	ortholog_one2one
ENSDARG00000026871	ENSXETG00000021089	ortholog_one2one
ENSDARG00000094410		
ENSDARG00000105171		
ENSDARG00000008457	ENSXETG00000018191	ortholog_one2many
ENSDARG00000056680	ENSXETG00000012730	ortholog_one2many
ENSDARG00000062146	ENSXETG00000016882	ortholog_one2one
ENSDARG00000035427	ENSXETG00000005018	ortholog_one2one
ENSDARG00000075456	ENSXETG00000007252	ortholog_one2one
ENSDARG00000039501	ENSXETG00000017935	ortholog_one2many
ENSDARG00000030156	ENSXETG00000031856	ortholog_one2one
ENSDARG00000031420	ENSXETG00000040519	ortholog_one2one
ENSDARG00000090889		
ENSDARG00000061864		
ENSDARG00000040465	ENSXETG00000045571	ortholog_one2many
ENSDARG00000019406	ENSXETG00000020535	ortholog_one2one
ENSDARG00000009657	ENSXETG00000016502	ortholog_one2one
ENSDARG00000028088	ENSXETG00000012573	ortholog_one2one
ENSDARG00000103130		
ENSDARG00000096619	ENSXETG00000042210	ortholog_one2many
ENSDARG00000097332		
ENSDARG00000056498	ENSXETG00000025212	ortholog_many2many
ENSDARG00000056498	ENSXETG00000025211	ortholog_many2many
ENSDARG00000041203	ENSXETG00000018519	ortholog_one2one
ENSDARG00000009885	ENSXETG00000014075	ortholog_many2many
ENSDARG00000009885	ENSXETG00000030056	ortholog_many2many
ENSDARG00000044875		
ENSDARG00000074552	ENSXETG00000003702	ortholog_one2one
ENSDARG00000004953		
ENSDARG00000022045	ENSXETG00000039005	ortholog_one2many
ENSDARG00000092802		
ENSDARG00000079632		
ENSDARG00000044956	ENSXETG00000011265	ortholog_one2one
ENSDARG00000077368	ENSXETG00000008384	ortholog_one2one
ENSDARG00000058597	ENSXETG00000021122	ortholog_one2one
ENSDARG00000011196	ENSXETG00000011143	ortholog_one2many
ENSDARG00000013203		
ENSDARG00000028259	ENSXETG00000003403	ortholog_many2many
ENSDARG00000028259	ENSXETG00000014720	ortholog_many2many
ENSDARG00000028259	ENSXETG00000004757	ortholog_many2many
ENSDARG00000105510		
ENSDARG00000014806	ENSXETG00000040752	ortholog_one2one
ENSDARG00000093671		
ENSDARG00000079187		
ENSDARG00000105628		
ENSDARG00000007671	ENSXETG00000047217	ortholog_many2many
ENSDARG00000007671	ENSXETG00000002171	ortholog_many2many
ENSDARG00000007671	ENSXETG00000037965	ortholog_many2many
ENSDARG00000007671	ENSXETG00000042068	ortholog_many2many
ENSDARG00000007671	ENSXETG00000005423	ortholog_many2many
ENSDARG00000008788	ENSXETG00000008939	ortholog_one2many
ENSDARG00000086623	ENSXETG00000009944	ortholog_one2many
ENSDARG00000097931		
ENSDARG00000088699	ENSXETG00000031484	ortholog_one2one
ENSDARG00000089794		
ENSDARG00000057536		
ENSDARG00000097901	ENSXETG00000047812	ortholog_many2many
ENSDARG00000097901	ENSXETG00000047475	ortholog_many2many
ENSDARG00000097901	ENSXETG00000042461	ortholog_many2many
ENSDARG00000051851	ENSXETG00000011252	ortholog_one2one
ENSDARG00000039215	ENSXETG00000044534	ortholog_one2many
ENSDARG00000092561		
ENSDARG00000105442	ENSXETG00000015828	ortholog_one2many
ENSDARG00000022503	ENSXETG00000030335	ortholog_one2one
ENSDARG00000029439		
ENSDARG00000071398		
ENSDARG00000077943		
ENSDARG00000103270		
ENSDARG00000069673	ENSXETG00000019071	ortholog_one2one
ENSDARG00000114797	ENSXETG00000008055	ortholog_one2one
ENSDARG00000097253	ENSXETG00000013847	ortholog_one2many
ENSDARG00000010266	ENSXETG00000007396	ortholog_one2one
ENSDARG00000003217	ENSXETG00000023331	ortholog_one2one
ENSDARG00000100280	ENSXETG00000007360	ortholog_one2one
ENSDARG00000103807		
ENSDARG00000037695		
ENSDARG00000091203		
ENSDARG00000089297		
ENSDARG00000030832	ENSXETG00000003330	ortholog_one2many
ENSDARG00000091043		
ENSDARG00000061221	ENSXETG00000030993	ortholog_many2many
ENSDARG00000061221	ENSXETG00000004663	ortholog_many2many
ENSDARG00000061221	ENSXETG00000044712	ortholog_many2many
ENSDARG00000061221	ENSXETG00000026592	ortholog_many2many
ENSDARG00000061221	ENSXETG00000017103	ortholog_many2many
ENSDARG00000061221	ENSXETG00000036636	ortholog_many2many
ENSDARG00000061221	ENSXETG00000006435	ortholog_many2many
ENSDARG00000061221	ENSXETG00000037425	ortholog_many2many
ENSDARG00000091172		
ENSDARG00000046132	ENSXETG00000041328	ortholog_one2one
ENSDARG00000068406		
ENSDARG00000102921		
ENSDARG00000037646	ENSXETG00000034304	ortholog_one2one
ENSDARG00000092713	ENSXETG00000013435	ortholog_one2one
ENSDARG00000095224	ENSXETG00000002754	ortholog_one2many
ENSDARG00000026448	ENSXETG00000036597	ortholog_one2one
ENSDARG00000039806	ENSXETG00000026572	ortholog_one2one
ENSDARG00000098350	ENSXETG00000007236	ortholog_one2one
ENSDARG00000012060	ENSXETG00000006338	ortholog_one2many
ENSDARG00000097126		
ENSDARG00000071725	ENSXETG00000045617	ortholog_one2many
ENSDARG00000052677		
ENSDARG00000003032		
ENSDARG00000092945		
ENSDARG00000092539		
ENSDARG00000019763	ENSXETG00000016725	ortholog_one2one
ENSDARG00000092478		
ENSDARG00000007691	ENSXETG00000020148	ortholog_one2many
ENSDARG00000012199	ENSXETG00000003895	ortholog_one2one
ENSDARG00000014577	ENSXETG00000018271	ortholog_one2one
ENSDARG00000103737	ENSXETG00000001249	ortholog_one2many
ENSDARG00000075698	ENSXETG00000034158	ortholog_one2many
ENSDARG00000075698	ENSXETG00000038881	ortholog_one2many
ENSDARG00000103644		
ENSDARG00000077028		
ENSDARG00000071091	ENSXETG00000016229	ortholog_one2many
ENSDARG00000099885		
ENSDARG00000036494	ENSXETG00000014108	ortholog_one2one
ENSDARG00000101584		
ENSDARG00000039424	ENSXETG00000003550	ortholog_one2one
ENSDARG00000101463	ENSXETG00000040896	ortholog_many2many
ENSDARG00000101463	ENSXETG00000046338	ortholog_many2many
ENSDARG00000101463	ENSXETG00000043307	ortholog_many2many
ENSDARG00000101463	ENSXETG00000043861	ortholog_many2many
ENSDARG00000055543	ENSXETG00000013612	ortholog_one2many
ENSDARG00000069368	ENSXETG00000045146	ortholog_one2many
ENSDARG00000076005	ENSXETG00000004054	ortholog_one2many
ENSDARG00000094012		
ENSDARG00000071555		
ENSDARG00000011740	ENSXETG00000019128	ortholog_one2many
ENSDARG00000104786	ENSXETG00000020891	ortholog_one2one
